headline_id,label,mixed,hard,notes
81f5e6451a19fcd98fcb521edf9f891e34fb2bab,positive,0,0,
dfb440fe39e84acb8ede9ee9ed98d5e0d80d5ebb,neutral,0,0,
ef2a2f4f85715ebad03bd0f336e6be8135159617,neutral,0,1,Parent sells a subsidiary stake; gain or net benefit to the seller is not stated.
549b05c0f1d4a9e95f4c66ea99142937199ac406,positive,0,0,
f3245756cc3a3e216090466ea387c0549dd58689,neutral,0,0,
e992809cd48a4f47c6979b6d5c0e2e19b4822f85,positive,0,0,
9a11d5998b9ff563731482a6a84ba81a12a5e4b5,positive,0,0,"Sales above estimates are the signal, not the share-price rise."
ec41b203c6759fb05dfa6c21a028f70041891c8f,negative,0,0,
7bcc8faf248a45631e5726ccf1eeb8df8d1210db,negative,0,0,
ec8139e6284949c901401a1b56536378280252c8,neutral,0,0,
486641dca702048795ce85473a2c8ac25b75e1d6,neutral,0,1,Parent sells a subsidiary; no gain or net value effect stated for eBay.
29aeadb291a26dbb9344e3407c093fd28cd79c6e,negative,0,0,
8b50e0154fac50768b82501cb0591d6bfbdf8ccb,neutral,0,0,
feb9c7198313d5295b2a860239f0664d8c3b1e58,positive,0,0,Aircraft additions are accompanied by capacity-purchase agreements securing flying business.
dc6d3f4a31a7a4ca5c580e8be93be3b55be72240,neutral,0,0,
a0064b323e86f51e329ff903dfbe709e01bba0f1,positive,0,0,Operating permission restored; price move ignored.
5584566cd254e15c0ebe4d5b74e2cd2b2e8e8d30,neutral,0,1,Property purchase and sale lack a stated net value effect.
1f5fce7c560d8643d242633d7eb82232cf86880d,positive,0,0,
01ac2dafd3f60007527fd572d0eaed28a80a907d,neutral,0,1,Proposed separation lacks a stated shareholder benefit or cost.
dec5692a6721d673b9eb2cf1d9c3975971908d25,neutral,0,1,Patient mortality statistic does not establish the effect of Pluristem's treatment or its equity value.
167b93a8b36b9f17c5a0f00b7801c13d7274929d,neutral,0,1,Aircraft purchase is an expense and capacity addition for Alaska; net benefit not stated.
a006ff42a1046ac97594136aaea43bc726949d84,neutral,0,0,Initial credit rating with stable outlook; no upgrade/downgrade comparison.
8db275db43dbbac96e61f043461476942e3fced1,neutral,0,1,Economic claim about education does not establish an equity-market direction.
fad06692b8ab3ca1acdaa8158bb10fc1a68c3310,positive,0,0,
baff8820b875e2240ab98ec273f0886d5292057c,neutral,0,1,Property sale proceeds stated without a gain or net benefit.
f3762311b2b43aa8f256bf8ac5e1064755849443,positive,0,0,
df0623b4d33941a32923faabe69ea2b34663eac7,neutral,0,0,Distribution declared without an increase or cut.
faed8d32e133d1d7ec2908d32571e785ec9f7f70,neutral,0,0,
6858af82150acc322b4b0ea8d30483f07369a6c6,neutral,0,0,
473ccae12b47b8f005973f5b1f8f8d1e6cdee1fd,negative,0,0,
84c45d477ed117e559afc3d13eee76cfeb4f27a6,positive,0,0,
ea25ed0ab2db2c515c0854927819d804ec4bf306,positive,0,0,
315c4da69dbd0d2367863f37b88c532dccb149c9,negative,0,0,R12: Arraignment is adverse for the party facing proceedings.
8bf659dbe0a70514cc0ba07bbd351dbc1dfd41f1,neutral,0,0,
ff1a0f27d7eb2cbb3d55d04d4bc2c66517fecaaf,neutral,0,0,
1a4c597c3ca1361bd459e4178a7db1c49115ae5c,positive,0,0,
4ee0b2cc9794af4f3e41cf2ee998d01b2e0ad910,neutral,0,1,Competition debate lacks a concrete action or outcome.
a29ff0d5f5755833f64352644c0bc27bb496e0f2,positive,0,0,
6b3f3400ab0ef69fbf32049632b9a30e003714b8,neutral,0,0,Options-trade topic without the trade's direction or company news.
d51f53db3b7bd95d7fdd893406f9f8252b3112f4,positive,0,0,
a2f30435df458f3feef0d0a74e3019a947106611,neutral,0,1,Unspecified Greece decision delayed; equity impact cannot be inferred from the euro move.
b570749731ed7485b52919e5990c5573eb639bc2,neutral,0,1,R13: Bare executive resignation without a stated cause.
d62bc3ddd434908562b28c86659fcb2fc4afd288,negative,0,0,
5b0a035bd170cd2d39b8468180a8d2cf55138eb6,positive,0,0,
ead347ad4af5fb6ab4cfb548325786bb019c99b6,neutral,0,0,
de7512c7c3c2b2569327d1f9d4d0dd15d244f4b9,neutral,1,0,EPS misses; sales beat.
1d5ccf1e52fd78e8c36b17761043d55eec3e2cc3,neutral,0,1,Free delivery may improve demand but adds costs; net equity effect is not stated.
7c4dd8cba9f2803e550012379c9b07b1236c1c32,neutral,0,0,
17ca926e33f13c9f744b5220e516a98faab41cf5,neutral,0,0,
7c5ab07bf2e84998a97369e7806d14f2f44e8f3a,positive,0,0,
3ed4da98863ecc41004aae36b412bafc8042e2ef,positive,0,0,
5ac09006a14d04a1cbce1d55b918faca89db7186,neutral,0,0,R16: Investment intention without a concrete outcome.
aef542e80a33cc12a440ab0a91c5ae96356b6554,positive,0,0,
5eaeaf00389e1e526bbc1427eddbeb5fae6a5f49,neutral,0,0,
219f767c5fbe2dd7f54ccfd544d00386dce05173,neutral,0,0,
bd059656afcb96e02eb5ec52d1006fb8b1635391,positive,0,0,
bf3b2c9f308cbb77dbdd662b79abead1097e6248,neutral,0,0,R7: No current deal asserted; interest is speculative.
54b3703a59611ddde6e338e34d847519f43260ea,neutral,0,0,
31f29a48ac441da38db03763a5f4befea4a8486d,neutral,0,0,"R7: Potential split, with decision deferred."
599bffbb38d21546f871bc81d424d18cfe4f1e21,negative,0,0,
4c3dc0b8161f3cacfc69428bfee90e0840962420,positive,0,0,
f1dec8e7cc6b26ec3b8bf0a8748655d5e16c4a75,neutral,0,0,
0428001e84113fb6eeb0c8c19a8871756d01d303,positive,0,0,
22835c305d7ce96d2fdb1ea123e24c2acd1f7ce4,neutral,0,0,R16: Promotional programming announcement without a financial outcome.
00716dcc990f68723727c1224db8ac2634b14fe8,neutral,0,0,
3eb30c73f7aec8f7763037603f682e74bdfdd0b3,positive,0,0,
c3f171e47b7835eb06fc398b5f7299e612465941,positive,0,0,
2ee0876e6cf37e8c1f4ee4bccbd114fd47d99db1,positive,0,0,New production site and jobs establish operating expansion.
4e3717434d44f6fc38a5b91032ff78fad17b3abe,neutral,0,0,
74f3159de59aca1c0ad045e39086b8a7e3713507,neutral,0,0,
7fa78d1283e8fb95de654b2c9b144b126c697b9b,negative,0,0,
ef41bf8349bcb0a8138053377dc93d19be9cdc8c,neutral,0,0,
2541ed378d864a8c4472466a36c45449e940e22b,neutral,0,0,R15b: Acacia subsidiary is acquiring patents.
550208bd252a12c8667083c7b8cea007fe96a907,neutral,0,0,R7: Possible gains from hypothetical acquisitions.
4432adeb574c013783d68f514664478f056e5b5b,positive,0,0,Confirmed index inclusion is a favourable listing milestone.
1e36f43eead5f251177260addb5e80b17799b4b9,positive,0,0,
7ac0c8d95894e366418a06d17fb3287639aea7f3,neutral,0,0,
84123b2d3e470d9e4201c784b8ce5a8a9d742ed8,negative,0,0,
200c89da043e185eabe853607730a107fa6f0ee2,negative,0,0,
4e3b6271e8563c929e1b23a9c024bc1a315de032,neutral,0,0,
d6be74897c806d592936d69439053837248a8e95,neutral,0,0,"R7: Reported deal progress, without a completed or newly announced bid."
acbc77419ccd82bb936210a189c3b76b7302861f,neutral,0,1,Activist board challenge lacks an adverse cause or a clear shareholder-value outcome.
50cd631a67d4f16eb405361c65ae87e005c9d706,neutral,0,1,Agreement announced without its purpose or economic terms.
f893b16617e89a543240db92bb45d5d9c7f6b4d4,neutral,0,0,
93c318956ee307257f92b1c69caab4111f1f641a,neutral,0,0,
f4d024d6bc864953881476bdd845c6bb2e0c5358,positive,0,0,
32c71925a3fcc7c5340e0a641c973329602164b4,unusable,0,0,Refers to an unidentified press release; no financial event can be read.
3c93f3b5af548d491df39eb92b048ce90b10e1de,negative,0,0,
ee3974144a56c6499ff399183a8098d274253b54,neutral,0,1,Clinical-investigation title lacks a finding or identifiable outcome.
47557a582bff669dac4660463603a06e627b181d,neutral,1,0,Loss per share beats estimate; sales miss.
95b5c79f88700b11b9df852bcbd7da4c09efed32,positive,0,0,Granted court relief is a concrete favourable ruling for Hospira.
3e71b576c861f9ab8b719facb0a648205a0f6e1c,neutral,0,0,Trading-strategy discussion without an asserted company outcome.
128c09b3ab54ee873f6b3899585ca58fd6664833,positive,0,0,
2f925b91eaf4330cc21a766dc6be014334015c6c,negative,0,0,
790a4b8aef334d67901dc019c0ba9ab9f0c2fc7d,negative,0,0,
909933e75964bdfa5d9e59ea12d46f96572a96f1,negative,0,0,
bf3df11682470ea288e33510baf533ce550e8201,positive,0,0,Sales beat; EPS explicitly does not compare and is not treated as a miss.
2d020e404f6ecc34a24a4973c30fb3cf8a375868,neutral,0,0,
7706056799adaeb70277a4f69bc6c0294286db61,positive,0,0,
69d79ad5753205a9b425cd81c740d0380b590a68,neutral,0,0,
18806fe6fc46f47c30458e791a42fa9ff5939d12,neutral,0,0,
1a4f065e59d96dc0f7eefaa080321e9fe9aee13e,neutral,0,0,
2a2ffbd39173e3ecc1d16c0cf5cc3d091ac90a04,neutral,0,0,Options-brief title without a directional recommendation.
c2b326f727eb2fd6f0762e5e0cf32fb9f3b535bc,neutral,0,0,
ecbcad0d6e711d7d9b0a4b96b7f7e8eff0f2b0a8,neutral,0,1,"Neutral stance rejected, but replacement direction is not stated."
df333b8cb70c4bd7c1aca4722556a572477bf659,negative,0,0,
1432b074712cb85f0e8b89d950fb1617bdb04a5f,positive,0,0,"Assets under management increased, an operating metric for Franklin."
e8fa2eb9c4da654edd7e8a868b4b7e452954c93e,neutral,0,0,
bb711e186bb8f568cd3dbf5c6aa1601fac71e19a,neutral,0,0,
7701945a0bde04e2c5222401b70a12c4206e0bdd,neutral,0,0,R7/R16: Potential financing and cash reassurance; no financing action announced.
58e30d398d2c74a933da08ff7ff4215ee80b36c6,neutral,0,1,Joint merger scheduling notice; target/acquirer roles not supplied.
2cbf940f09ad83028bb1382e9af5f30897054bcf,neutral,0,0,
e7b03648fe43ae6041fb563f9ab873eeb514484d,positive,0,0,Raised forecast and increased cost-saving target are dominant.
cc199309210e8010be79757bf9c4e4df8bc10c7d,neutral,0,0,
d1fc52c4f554a71fa9b920f1d4b6a7fc302bef5b,negative,0,0,
bdd3383857fb3a68e58b54701b536eb8c0a86dd6,negative,0,0,
ca78a86b0a166a3268bc7bc134f09463129b36b1,negative,0,0,
531a1d79c8c3ee68b71a5853b8141635c6b530a5,neutral,0,1,"Changes to own shares are not specified as issuance, repurchase, or another action."
bd4955f6d4fd4a20a95bca841a18429586f041f4,neutral,0,0,R16: Promising data is promotional without a concrete study outcome.
c3ae46cde9acd40b6dc7f570e04e9243c038ee07,neutral,0,0,Options positioning is trading activity rather than company news.
99f3f8383c6afd094141d6a73d493e139397f387,negative,0,0,
3739d97412e06b4a83c4bcdd4b486819b16566e3,neutral,1,0,Jobs data explicitly mixed; reported price gain ignored.
cc224eff99f558556198471bee4271787150024e,positive,0,0,
b29b504544d36beaa6984388f4c18f2f45a5b115,neutral,0,0,
c28922d669582e8c14f5345150b71d5cae08880f,neutral,0,0,
8196a06802629803664ff0dc9eb5e19dad4f55f4,neutral,0,0,R15b: AT&T is presented as deal proponent; favourable deal ruling does not independently sign acquirer value.
a8012d8959d98ca173a3f7c3422f1c03764a1ccd,negative,0,0,
184e226ad7afd5f99a385efb7647ed9c68c4f09a,positive,0,0,
b2b3414a9ffdece48a39e8fe0fd0045330474942,positive,0,0,
f0c77bfec64201fc0a4a1f2c23c1466de9ad5238,neutral,0,0,R11: Stock ranking without explicit expected upside.
af368082a8754d14b42430ae8ce61a51d54017b3,negative,0,0,
9f1b9ec8c769761e2837dd7745d2165427586109,positive,0,0,
783170ffbdd05399e5c32af786913e53a7139455,positive,0,0,
d3195923d90bddef6baf91cd4a0dd06eb820c03d,neutral,0,0,
71ead964316ff962f94e2330c53ac4b0df9bb8e2,neutral,0,1,Guidance straddles estimate; rubric gives no midpoint convention.
928c75a8858d65323114f5becdb669f4f5b9807e,neutral,0,1,Unspecified Google worries do not establish an event beyond the price decline.
63de599530922acc980e0660bab93bfa1fd5a9ee,neutral,0,0,
9181362fa1e3f1580c02ca4182a34fab6cff06ea,neutral,0,0,
b06b08b7da5f807d1865a563e7db6cda7cd1224a,neutral,0,0,"R14/R15b: Acquisition debt funding; lender reluctance is market-wide, not stated issuer distress."
fdee0bea6581be5b57159cd996ff86f34762a10d,neutral,0,0,
59ef5c40024f30816209eccae940fbf70f7174e8,positive,0,0,
3300f4af226e8e9b97218729ab7c23ea9ba53c88,negative,0,0,
24a82eb4f99d142a409d53c6b0867230c8cee321,positive,0,0,Explicitly favourable revenue/EPS assessment.
a5b46660c0f50fce4102a02755a5e0a3db1d0168,positive,0,0,
ba70aba78f5a2ca6279a9869fd361694e9008e78,neutral,0,0,R7: Relief is speculative.
1d71520a677115e6b8bb7a7cc4299b8920c9a941,neutral,0,0,
e4e3d2efc041d9b58cb5c3d6bc719b3adadfba3b,neutral,0,1,R13: Bare executive resignation without an adverse cause.
c248e829b856f1556c3e68ad0bfff961d695d9e7,neutral,0,0,
3b5f44fc0717049b12f1605b39fa18712acacb39,positive,0,0,
f1960058c82369ffc39d3caea8fc9b8f0c818514,positive,0,0,Q1 beat supplies the signal; price reversal ignored.
a29dfd7a9f83784316838d4058db28959a6b811f,negative,0,0,
983a3182500859003f1010bd04090103030e05d3,positive,0,0,
1d3ec7646eea4e06333fdd0dff9a9c24b3c8f87f,neutral,0,1,"R15b: Deal clearance, but headline does not state target/acquirer roles; price changes cannot decide."
ed77edcb8c23ce30deceb7d604faf4f2e69bb564,neutral,0,0,Results inline; no directional analyst action stated.
28e7affd16bc4d1a7aff69d6d540fbfff0e0c748,negative,0,0,
359a29866bb8a339f58dfdbc3b7287a44543f3b6,neutral,0,0,Neutral rating retained; solid is qualitative and no sales comparison is supplied.
8c2b1cd98a7e1d3047b3e199724ab5ca38285f61,neutral,0,0,
c000cdad09c6a6816846d33aecc1240f4690dbc4,neutral,0,0,
52a496c61281966e1acde5686a6bebeada7b18f4,neutral,0,0,
5b537702585f06fa2fba0c6486cae21701e4c04e,unusable,0,0,Referral names central banker but gives no intelligible policy statement.
e02017d30cd4145a0b2fafa78078a9612615d711,neutral,0,0,
a4a0e8c10ffd4c0cf8db2d72f290753fa1511061,neutral,0,0,R7/R14: Credit-facility discussions without a signed financing or distress stated.
b6458cfbe7f5d0d158bf6e8e590da72375dd1351,neutral,0,0,
0f337ccd0959097177aa60c04ea29b02755935e7,neutral,0,0,"Existing holders selling shares, not new issuance."
7afbba8b9877beb2ac7b2725af97865fd1435763,neutral,0,0,
85dd4086c4fa4ce458a7f08addac79402ef29a81,neutral,0,0,
4eaf2ca2722526e05d8f0c3d6f096e7a50ec7eeb,negative,0,0,
6eb486614bdf639c08f33738ed6e8280cc2df9f2,positive,0,0,
0e45c1b1714c0be206113fe60c9556d9af1e1731,positive,0,0,
bb08efc7778ce6f6cf60e5738856bd2e18e425e6,positive,0,0,
e0bca71f67bf0aedb03df9c6c04f022b7623644c,neutral,0,0,R16: Collaborations without a concrete financial or clinical outcome.
e7aa4d0f17e0290c9ba2b884434ed508b642591d,neutral,0,0,
bf8d985ae99e36e878a720cef3d787c92fc7ca83,positive,0,0,
e98aa04ba9e78351b1cbfcc871d4049fa0375369,negative,0,0,
dd9039f504900cb0e8ec9fcb7e85c60e1636b219,positive,0,0,
c1f47ea1486977254af56b43c46e04fd9a2d528a,positive,0,0,
63b70a4278d11ee60b3f7cecd1b6e9cc175d64e7,positive,0,0,
1db8db47ed02f0ed59b42a6a0f274ef5285dcc08,neutral,0,0,
ca1a183469cd72f5fd3497d98710e1ab97e9d2ab,negative,0,0,EPS guidance misses; sales comparison explicitly may not be valid.
289d6de3a781514ba6d830bb943be63e599c0037,neutral,0,0,Trial initiation without efficacy result or approval.
26970b5ac7465602d66cfed3a217b3ccf6003e05,neutral,0,0,
e06eab0d1d32298a6a06e79ad1493be20f4c9072,positive,0,0,Trade surplus exceeds expectation; favourable macro comparison.
e3e892a424849b070122f284cdb812ff3d8adb8f,neutral,0,0,
26d3184ad782900e410511606ff6cdbb147f0aef,neutral,0,0,Drilling-update notice without findings.
0cf117c05e5a27907ea1fd8ce396b0ee38160007,negative,0,0,
b521e85cca60260f2bbed5a80616c24fb325d924,neutral,0,0,
1d4b32275d7d2f1533557d050ca31fbe0a42edd1,positive,0,0,Granted patent is a concrete favourable outcome.
5ca2a168e358600659fd7386600e754e37c7fde4,neutral,0,0,Enrollment milestone without efficacy result or approval.
1555b6000c6ab885e7b87a16fa09a4fe230aebd7,positive,0,0,Explicit favourable analyst interpretation beyond the bare acquisition.
477cd5ff74506499478d8e6c2b001f855f67043a,positive,0,0,Upbeat earnings are the news; price decline ignored.
4c33f351f4ab31bfee38bdbf333cb62a8d8a5912,neutral,0,0,
6c992aa4968a772c27d99ddcb412f0d2eebd8bd0,positive,0,0,Analyst upgrades are the news; price movement ignored.
4bc1c19c00ff2958742d097177466f339f77b8d8,negative,0,0,
c4d201037d0d3d338756c6ee1e61a7f5fa316a15,negative,0,0,
c706d2158186c537c62196f3d11931da03b77a0d,positive,0,0,Explicitly identifies a beneficiary of the euro rebound.
d9159028c1d2f94b5a60529ba8a2fcb4b878e825,neutral,0,0,
af5ac0ae625d1535524010f6d33f98209c8d0e6b,negative,0,0,Present operating challenges are adverse.
c62ab1371b4d31a436bd4173a4c85f95b91436d7,neutral,1,0,EPS misses; sales beat.
3cb7e7151db6f69f659f2ecc05dc6cef38ef593b,negative,0,0,Poor reported quarter dominates unquantified management optimism.
0375714dabbc44453e7b5997e48a950241b6b54e,negative,0,0,
946faceb17a1374f45a2b4cf0bd169d1aefc9666,positive,0,0,
05e7ff5f6d7cb345300c21d4fc93201fb8fc70e9,negative,0,0,
500f57a5ea6c19b0f5f5aeb726c0431eeeb9a8af,neutral,0,0,
6e6b58ed05a28e63710f9eb09d41a3ed3f378a2b,negative,0,0,Higher pension costs are adverse; price behaviour ignored.
bd6b8a8e1c69297f9a9259e622d02bdc263b8677,neutral,0,0,
631a985ed2ff292f52be2fee7cb37642de8a2d65,negative,0,0,
6b4a24fdc1bb8735b971045029a79e1e1d82c855,neutral,0,0,
20d9efd7c675196e6edbf9d8e649bbc79cdfc609,neutral,0,1,Rising may mean issuer growth or price performance; headline does not specify.
8ca970950618bf6451fcab88c0950e164131cafb,unusable,0,0,Garbled and truncated consumer-product headline.
69860a09fc21da37be9f6ece62e55389fb53f55a,neutral,0,0,
80e6b6e26744f061125189650e61a1f7555ef73f,neutral,0,0,Interview topic without a disclosed deal outcome or directional claim.
d76045e2b15a498f599253380b637f9f6262c496,negative,0,0,
88e754be0935d968425c9e3387938c4a0f3220f4,neutral,0,0,
6bbf06cbd36cac06a9dcc54a51cad9e6ed85279b,neutral,0,0,R7: Speculative future investor flows.
8341f45fa3d99aee1d5205cdf3c3a6bc327d5b6c,neutral,0,0,
ae6ebd7f08dc7130d31a3e7a87d9f89b211fbc32,positive,0,0,
e65217978bc011afe2f3b3a42980113eb557d1a0,neutral,0,0,Coverage initiated without ratings; roundup carries no direction.
fea291111e9514f7351d4fc98b05ecd7e2ebd21e,negative,0,0,
0e25cbaaf734476e7165182190e350174b586d69,neutral,0,0,
edd3489131badda5f19f82e55a0506faca7afac4,positive,0,0,
8f32cb7eb89d8ba6fd2c5783f06435e98fb626ea,neutral,0,0,Letter of intent for a future project; no final approval or operating result.
5155839f4ff35f86e42e0cae87e907a2f757c7a7,neutral,0,0,
d822e12be5e48621486388549aa45d71488563c2,neutral,0,0,
7b798471cf1e0a29850cc023b08d5dd3d051a824,positive,0,0,
7bc16765e54b3def1268c0a5de54f85e37b123ed,positive,0,0,
d6d7d7c3f3109c6bd0b25855b57dfe4c45643849,positive,0,0,
8fb004fd29447c6b8e14de3fd8dc4a8d8334d492,neutral,1,0,EPS misses; sales beat; FY guidance has no comparison.
20084da27489bca2be5f748f8271c3594a28769f,neutral,0,1,Deal wording omits transaction type and roles; cannot establish acquirer/target direction.
5110a0aae517a76cf2aa686b639fe1964a460206,positive,0,0,Regulatory approval supplies the signal; price rise ignored.
09041db693cc309b6efc1b0ac7fd756b7e7cc944,negative,0,0,
d49b6a4ffec732a1b2152cecc76d88328bff1cd0,positive,0,0,Explicit favourable analyst assessment of momentum.
d69844a65ec6cdc01d7ee871708bcc7653434ebe,neutral,0,0,R16: Governance enhancements without specified concrete changes or outcome.
d3e2174a0bca0c68fc37de3bfdaf37072ecad59a,neutral,0,0,R15b: RSP is acquiring acreage.
29576d20c54bd5bacefb72442e7214879506a61d,positive,0,0,Target hikes supply the signal; share-price declines ignored.
32db209a46c0fb0269d1e4eaf863997ebac114fe,neutral,0,0,R7: Speculative approach to a technical price level.
55e7bbb7126e371c038b9e8bfd2ff98cee39f931,positive,0,0,
d9c78527652502b7ab60c61147fcfcaa4b6764bd,neutral,0,0,Comments on settlement talks; no completed resolution or terms.
a237dfd1fcaa2a2cd348b25c2ca25a0b074ab7fa,neutral,1,0,EPS beats; revenue misses.
